"INTEGRATIONNAME"~|~"ARCHIVENAME"~|~"PROGRAMNAME"~|~"ARTIFACTTYPE"~|~"ATTRIBUTENAME"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteBasicMaster_PubQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteBasicMaster_PublicationQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteEmergencyContact_EndQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteEmergencyContact_PublicationQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteMaster_EndQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteMaster_PublicationQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_WorkDirectory_SiteBasicMaster"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/PROCESS_CharacterToConvert"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/PROCESS_CharactersFromConvert"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorMasterInsmainQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorMasterMainQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorMasterQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorMasterTrialQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorOut_sub1"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorOut_sub2"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorOut_sub3"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorOut_sub4"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorSpecializationQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorSpecialization_logDelete_Queue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutDeptLogDeleteQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutDeptQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutSpecLogDeleteQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutSpecQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutSpecSubLogDeleteQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutSpecSubQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutTitleLogDeleteQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutTitleQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SiteDoctor"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SiteHistQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SiteLinkQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SiteLogDelete"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SpecializationLogDeleteQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SpecializationQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/JDBC_TimeOut"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_Cannonical"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_CanonicalDoctorMaster"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_CanonicalOut"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_CanonicalSite"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_CanonicalSpecialization"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorMasterQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorOut_sub1"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorOut_sub2"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorOut_sub3"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorOut_sub4"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorSpecification"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_EndDoctorMaster"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_SiteDoctor"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_CompletionDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_Directory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_ErrorDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_Filename"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_PublicationQueue"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_WorkDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/JDBC_TimeOutInsert"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/JDBC_TimeOutSelect"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/JDBC_TimeOutTruncate"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/OUTPUT_End"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T3_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T4_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T7_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T8_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T9_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TH_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TI_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TJ_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TK_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TL_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TM_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TN_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TO_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TP_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TQ_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TR_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TS_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_Y1_Encoding"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_CompletionDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_Directory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_ErrorDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_FileName"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_PublicationTopic"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_WorkDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/JDBC_SubsetSize"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/JDBC_TimeOut"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_ExWholesaler"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_ExWholesalerDate"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T1"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T3"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T4"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T7"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T8"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T9"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TH"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TJ"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TK"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TL"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TM"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TN"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TO"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TP"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TQ"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TR"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_TS"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_Y1"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Directory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/PROCESS_ChangedCharacters"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_CompletionDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_Directory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_ErrorDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_Filename_Pub"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_Filename_Pub2"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_Filename_Pub3"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_Publication_Queue_Pub"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_Publication_Queue_Pub2"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_Publication_Queue_Pub3"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/INPUT_WorkingDirectory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/JDBC_SubsetSize"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/JDBC_SubsetSize_WS"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/JDBC_TimeOut"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/OUTPUT_Directory"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/PROCESS_Batch_CTR_End"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/PROCESS_Batch_CTR_Message"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/PROCESS_Batch_MS_Message"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-3/PROCESS_SleepTime"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/FILE_TimeOut"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JDBC_SubsetSize"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JDBC_TimeOut"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ApmPackage_M2"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ApmStep"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ApmStrat"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ApmTarDoc"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ExWhoProControl"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ExWhoProConvDisplayRel"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ExWhoProConvPlanRel"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ExWhoProPlanHist"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_MonthlyCall"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ProdCat"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ProdCont"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ProdConv"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_ProdStr"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_SalesPlan"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_Sob"
"FA_N3-A-2_Ex-Wholesaler"~|~"FA_N3-A-2_Ex-Wholesaler.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N5-1/JMS_CloseRv_Sod"
